<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.11.13	06:30:00	2611.62	2612.00	2607.94	2609.08	2196	0	25
2024.11.13	06:45:00	2609.08	2610.02	2606.05	2606.19	3083	0	25
2024.11.13	07:00:00	2606.19	2607.85	2606.19	2606.61	3111	0	25
2024.11.13	07:15:00	2606.62	2607.13	2605.94	2606.32	3237	0	25
2024.11.13	07:30:00	2606.32	2606.55	2603.57	2605.07	5407	0	25
2024.11.13	07:45:00	2605.08	2606.74	2604.07	2605.76	3906	0	25
2024.11.13	08:00:00	2605.76	2607.39	2604.51	2604.58	4566	0	25
2024.11.13	08:15:00	2604.49	2607.00	2604.20	2605.85	4269	0	25
2024.11.13	08:30:00	2605.81	2606.66	2604.70	2604.86	3692	0	25
2024.11.13	08:45:00	2604.87	2606.55	2604.44	2605.41	3741	0	25
2024.11.13	09:00:00	2605.41	2607.39	2604.56	2605.18	3489	0	25
2024.11.13	09:15:00	2605.16	2607.33	2604.25	2606.25	3397	0	25
2024.11.13	09:30:00	2606.26	2607.23	2605.24	2607.16	3346	0	25
2024.11.13	09:45:00	2607.15	2607.15	2605.63	2606.14	3903	0	25
2024.11.13	10:00:00	2606.15	2606.22	2601.32	2601.78	5468	0	25
2024.11.13	10:15:00	2601.78	2605.91	2601.03	2604.70	5521	0	25
2024.11.13	10:30:00	2604.69	2610.63	2604.53	2608.80	5688	0	25
2024.11.13	10:45:00	2608.80	2610.47	2607.40	2607.59	4385	0	25
2024.11.13	11:00:00	2607.61	2610.24	2607.30	2609.52	4580	0	25
2024.11.13	11:15:00	2609.50	2610.49	2607.75	2609.57	4201	0	25
2024.11.13	11:30:00	2609.57	2611.62	2608.44	2609.56	4635	0	25
2024.11.13	11:45:00	2609.55	2610.78	2608.03	2608.56	4196	0	25
2024.11.13	12:00:00	2608.57	2608.92	2607.11	2607.64	4009	0	25
2024.11.13	12:15:00	2607.63	2609.94	2606.94	2609.85	3647	0	25
2024.11.13	12:30:00	2609.82	2610.38	2606.98	2607.10	3572	0	25
2024.11.13	12:45:00	2607.11	2610.34	2607.11	2609.00	3406	0	25
2024.11.13	13:00:00	2609.02	2611.58	2608.12	2609.58	3436	0	25
2024.11.13	13:15:00	2609.58	2610.18	2608.30	2608.69	2848	0	25
2024.11.13	13:30:00	2608.68	2608.68	2605.84	2608.36	4145	0	25
2024.11.13	13:45:00	2608.34	2610.83	2607.65	2610.74	4461	0	25
2024.11.13	14:00:00	2610.74	2612.66	2610.35	2611.39	4944	0	25
2024.11.13	14:15:00	2611.39	2611.82	2609.80	2610.62	4037	0	25
2024.11.13	14:30:00	2610.64	2611.56	2609.54	2610.92	3872	0	25
2024.11.13	14:45:00	2610.91	2611.41	2608.88	2609.62	3871	0	25
2024.11.13	15:00:00	2609.61	2610.96	2607.49	2608.02	6601	0	25
2024.11.13	15:15:00	2608.03	2609.54	2607.14	2608.59	5808	0	25
2024.11.13	15:30:00	2608.64	2618.71	2608.64	2609.39	13988	0	25
2024.11.13	15:45:00	2609.38	2614.05	2608.01	2612.28	10463	0	25
2024.11.13	16:00:00	2612.26	2616.29	2610.92	2615.65	9664	0	25
2024.11.13	16:15:00	2615.63	2615.87	2611.61	2613.24	9041	0	25
2024.11.13	16:30:00	2613.25	2615.11	2606.14	2609.89	11556	0	25
2024.11.13	16:45:00	2609.88	2609.89	2601.10	2602.02	11381	0	25
2024.11.13	17:00:00	2602.11	2602.97	2593.59	2596.27	12017	0	25
2024.11.13	17:15:00	2596.26	2600.33	2595.92	2597.22	10912	0	25
2024.11.13	17:30:00	2597.23	2601.65	2596.88	2600.96	10844	0	25
2024.11.13	17:45:00	2600.95	2606.79	2599.66	2605.32	9720	0	25
2024.11.13	18:00:00	2605.30	2605.89	2601.43	2601.84	9168	0	25
2024.11.13	18:15:00	2601.84	2601.85	2595.57	2595.58	7894	0	25
2024.11.13	18:30:00	2595.58	2596.56	2587.51	2590.18	9481	0	25
2024.11.13	18:45:00	2590.18	2592.83	2584.73	2585.79	8292	0	25
2024.11.13	19:00:00	2585.80	2586.77	2579.75	2582.03	8860	0	25
2024.11.13	19:15:00	2582.02	2583.58	2577.62	2578.69	8140	0	25
2024.11.13	19:30:00	2578.71	2584.58	2578.71	2582.09	7697	0	25
2024.11.13	19:45:00	2582.08	2584.99	2581.68	2583.25	6523	0	25
2024.11.13	20:00:00	2583.25	2585.35	2582.23	2584.43	5739	0	25
2024.11.13	20:15:00	2584.44	2584.46	2579.82	2580.53	5810	0	25
2024.11.13	20:30:00	2580.53	2583.91	2580.10	2581.51	5286	0	25
2024.11.13	20:45:00	2581.52	2583.86	2579.59	2582.69	4552	0	25
2024.11.13	21:00:00	2582.70	2583.04	2580.66	2582.65	3686	0	25
2024.11.13	21:15:00	2582.63	2584.83	2581.52	2584.28	4214	0	25
2024.11.13	21:30:00	2584.28	2584.61	2582.39	2582.93	4110	0	25
2024.11.13	21:45:00	2582.94	2583.68	2580.51	2580.92	3208	0	25
2024.11.13	22:00:00	2580.93	2581.09	2574.56	2576.98	5063	0	25
2024.11.13	22:15:00	2576.97	2578.46	2575.34	2575.75	3102	0	25
2024.11.13	22:30:00	2575.74	2576.70	2573.78	2575.11	3501	0	25
2024.11.13	22:45:00	2575.19	2576.03	2572.98	2573.76	4032	0	25
2024.11.13	23:00:00	2573.76	2577.05	2573.46	2575.78	1674	0	25
2024.11.13	23:15:00	2575.80	2576.34	2575.32	2575.98	1074	0	25
2024.11.13	23:30:00	2575.95	2575.95	2574.56	2575.06	1005	0	25
2024.11.13	23:45:00	2575.06	2575.17	2572.97	2573.07	950	0	25
2024.11.14	01:00:00	2572.83	2575.77	2571.79	2575.51	1603	0	25
2024.11.14	01:15:00	2575.51	2581.30	2575.29	2580.99	2189	0	25
2024.11.14	01:30:00	2580.98	2581.31	2569.34	2572.31	4928	0	25
2024.11.14	01:45:00	2572.31	2572.75	2569.31	2570.85	2923	0	25
2024.11.14	02:00:00	2570.85	2572.98	2570.85	2572.87	2195	0	25
2024.11.14	02:15:00	2572.87	2574.68	2572.18	2573.64	2234	0	25
2024.11.14	02:30:00	2573.64	2573.95	2571.09	2572.10	1816	0	25
2024.11.14	02:45:00	2572.11	2572.54	2569.57	2572.42	2424	0	25
2024.11.14	03:00:00	2572.43	2572.78	2564.80	2567.89	8158	0	25
2024.11.14	03:15:00	2567.89	2569.52	2565.56	2569.06	5466	0	25
2024.11.14	03:30:00	2569.05	2570.11	2565.43	2566.91	5407	0	25
2024.11.14	03:45:00	2566.92	2567.27	2561.54	2562.51	4826	0	25
2024.11.14	04:00:00	2562.50	2564.42	2560.66	2563.29	5434	0	25
2024.11.14	04:15:00	2563.30	2564.54	2561.20	2561.94	3149	0	25
2024.11.14	04:30:00	2561.95	2562.49	2558.94	2559.41	5056	0	25
2024.11.14	04:45:00	2559.41	2560.75	2558.87	2560.58	4383	0	25
2024.11.14	05:00:00	2560.57	2563.74	2559.87	2563.60	4098	0	25
2024.11.14	05:15:00	2563.61	2565.00	2561.46	2561.49	4232	0	25
2024.11.14	05:30:00	2561.49	2562.87	2560.65	2560.67	2673	0	25
2024.11.14	05:45:00	2560.66	2561.71	2559.96	2560.66	2358	0	25
2024.11.14	06:00:00	2560.66	2561.28	2559.23	2560.96	2578	0	25
2024.11.14	06:15:00	2560.97	2563.11	2560.57	2562.84	2411	0	25
2024.11.14	06:30:00	2562.85	2562.85	2560.20	2561.71	2381	0	25
2024.11.14	06:45:00	2561.72	2565.23	2561.37	2565.11	2387	0	25
2024.11.14	07:00:00	2565.10	2565.13	2561.86	2561.99	3244	0	25
2024.11.14	07:15:00	2562.00	2562.60	2559.01	2559.86	3679	0	25
2024.11.14	07:30:00	2559.86	2560.30	2555.28	2556.23	6197	0	25
2024.11.14	07:45:00	2556.23	2558.88	2555.88	2558.59	5069	0	25
2024.11.14	08:00:00	2558.57	2560.44	2557.49	2558.03	4796	0	25
2024.11.14	08:15:00	2558.01	2559.27	2557.51	2557.73	4314	0	25
2024.11.14	08:30:00	2557.73	2558.08	2553.81	2555.11	5511	0	25
2024.11.14	08:45:00	2555.10	2555.34	2551.84	2554.99	6233	0	25
2024.11.14	09:00:00	2555.02	2557.03	2550.33	2550.86	6653	0	25
2024.11.14	09:15:00	2550.86	2554.92	2550.46	2554.83	5029	0	25
2024.11.14	09:30:00	2554.83	2558.84	2554.21	2556.05	6006	0	25
2024.11.14	09:45:00	2556.05	2558.58	2555.89	2556.88	5080	0	25
2024.11.14	10:00:00	2556.90	2559.75	2554.46	2557.07	6417	0	25
2024.11.14	10:15:00	2557.04	2557.93	2554.90	2555.59	5454	0	25
2024.11.14	10:30:00	2555.58	2558.73	2555.22	2557.41	5004	0	25
2024.11.14	10:45:00	2557.40	2557.66	2554.58	2556.08	4765	0	25
2024.11.14	11:00:00	2556.13	2558.27	2553.00	2554.66	5725	0	25
2024.11.14	11:15:00	2554.66	2554.78	2551.49	2552.16	6122	0	25
2024.11.14	11:30:00	2552.16	2552.19	2540.91	2543.69	8519	0	25
2024.11.14	11:45:00	2543.68	2544.40	2536.73	2543.47	7366	0	25
2024.11.14	12:00:00	2543.46	2544.63	2538.97	2544.54	6326	0	25
2024.11.14	12:15:00	2544.53	2545.63	2540.60	2545.55	5870	0	25
2024.11.14	12:30:00	2545.54	2547.98	2543.32	2544.76	6209	0	25
2024.11.14	12:45:00	2544.76	2547.23	2544.04	2547.02	5521	0	25
2024.11.14	13:00:00	2547.02	2548.45	2545.24	2547.35	6070	0	25
2024.11.14	13:15:00	2547.35	2548.16	2545.12	2545.83	6036	0	25
2024.11.14	13:30:00	2545.81	2552.10	2545.75	2552.10	6385	0	25
2024.11.14	13:45:00	2552.09	2554.96	2551.76	2553.57	7019	0	25
2024.11.14	14:00:00	2553.58	2555.06	2552.20	2554.38	6544	0	25
2024.11.14	14:15:00	2554.40	2556.81	2553.50	2556.03	5784	0	25
2024.11.14	14:30:00	2556.03	2556.54	2553.19	2553.68	5441	0	25
2024.11.14	14:45:00	2553.65	2553.98	2550.07	2552.17	5788	0	25
2024.11.14	15:00:00	2552.16	2555.67	2551.21	2555.16	8122	0	25
2024.11.14	15:15:00	2555.17	2556.95	2553.50	2555.43	7621	0	25
2024.11.14	15:30:00	2555.42	2560.27	2551.64	2558.00	12176	0	25
2024.11.14	15:45:00	2558.02	2559.77	2555.68	2557.15	10305	0	25
2024.11.14	16:00:00	2557.14	2558.64	2554.23	2557.73	9356	0	25
2024.11.14	16:15:00	2557.75	2563.84	2557.21	2562.93	8872	0	25
2024.11.14	16:30:00	2562.93	2565.87	2560.70	2561.55	11346	0	25
2024.11.14	16:45:00	2561.56	2563.30	2557.67	2559.61	9651	0	25
2024.11.14	17:00:00	2559.61	2568.57	2558.60	2566.59	10203	0	25
2024.11.14	17:15:00	2566.55	2572.70	2564.55	2570.51	9958	0	25
2024.11.14	17:30:00	2570.51	2572.95	2565.77	2567.19	8694	0	25
2024.11.14	17:45:00	2567.20	2570.44	2566.70	2570.21	7751	0	25
2024.11.14	18:00:00	2570.21	2572.78	2569.19	2571.57	7500	0	25
2024.11.14	18:15:00	2571.59	2576.63	2571.34	2575.59	7450	0	25
2024.11.14	18:30:00	2575.59	2577.37	2573.95	2574.57	6126	0	25
2024.11.14	18:45:00	2574.52	2575.35	2571.87	2573.92	5457	0	25
2024.11.14	19:00:00	2573.93	2575.85	2572.13	2572.30	5242	0	25
2024.11.14	19:15:00	2572.30	2572.30	2568.45	2568.80	5660	0	25
2024.11.14	19:30:00	2568.77	2570.75	2568.25	2568.34	5224	0	25
2024.11.14	19:45:00	2568.33	2573.33	2567.44	2572.92	5542	0	25
2024.11.14	20:00:00	2572.92	2573.37	2569.82	2570.65	4959	0	25
2024.11.14	20:15:00	2570.66	2571.41	2567.14	2567.78	5569	0	25
2024.11.14	20:30:00	2567.78	2570.93	2567.76	2570.49	4545	0	25
2024.11.14	20:45:00	2570.48	2570.98	2569.04	2569.79	4350	0	25
2024.11.14	21:00:00	2569.80	2574.59	2569.76	2573.74	4455	0	25
2024.11.14	21:15:00	2573.75	2575.68	2573.74	2574.55	3619	0	25
2024.11.14	21:30:00	2574.55	2575.99	2574.16	2575.88	3325	0	25
2024.11.14	21:45:00	2575.88	2576.82	2574.94	2575.91	3762	0	25
2024.11.14	22:00:00	2575.89	2576.31	2563.84	2566.24	10691	0	25
2024.11.14	22:15:00	2566.26	2573.17	2566.25	2572.55	7459	0	25
2024.11.14	22:30:00	2572.54	2574.18	2567.12	2568.46	6430	0	25
2024.11.14	22:45:00	2568.46	2568.63	2565.30	2567.19	6053	0	25
2024.11.14	23:00:00	2567.21	2569.48	2567.21	2568.23	2149	0	25
2024.11.14	23:15:00	2568.23	2569.13	2565.36	2565.40	1729	0	25
2024.11.14	23:30:00	2565.36	2566.07	2564.08	2565.80	1538	0	25
2024.11.14	23:45:00	2565.82	2566.42	2565.17	2565.36	1104	0	25
2024.11.15	01:00:00	2565.41	2566.81	2564.76	2565.86	895	0	25
2024.11.15	01:15:00	2565.87	2566.46	2565.77	2566.09	804	0	25
2024.11.15	01:30:00	2566.09	2566.98	2566.05	2566.51	777	0	25
2024.11.15	01:45:00	2566.51	2567.22	2566.10	2566.86	1019	0	25
2024.11.15	02:00:00	2566.86	2567.05	2566.30	2566.95	1621	0	25
2024.11.15	02:15:00	2566.96	2567.32	2565.88	2566.44	1410	0	25
2024.11.15	02:30:00	2566.45	2567.56	2565.89	2566.25	2170	0	25
2024.11.15	02:45:00	2566.27	2567.23	2566.18	2566.80	1949	0	25
2024.11.15	03:00:00	2566.81	2571.57	2566.01	2569.85	6020	0	25
2024.11.15	03:15:00	2569.85	2570.59	2568.00	2569.10	4850	0	25
2024.11.15	03:30:00	2569.11	2569.23	2563.81	2564.69	4853	0	25
2024.11.15	03:45:00	2564.69	2566.05	2563.02	2564.96	4851	0	25
2024.11.15	04:00:00	2564.96	2568.74	2564.85	2568.20	4424	0	25
2024.11.15	04:15:00	2568.20	2569.76	2566.94	2568.89	3059	0	25
2024.11.15	04:30:00	2568.90	2569.34	2566.98	2567.59	3600	0	25
2024.11.15	04:45:00	2567.59	2571.00	2567.28	2570.14	4048	0	25
2024.11.15	05:00:00	2570.14	2571.08	2568.87	2569.13	3659	0	25
2024.11.15	05:15:00	2569.16	2569.41	2567.84	2568.64	3123	0	25
2024.11.15	05:30:00	2568.64	2569.11	2567.87	2568.60	1762	0	25
2024.11.15	05:45:00	2568.60	2569.93	2567.61	2567.69	1659	0	25
2024.11.15	06:00:00	2567.69	2568.56	2567.23	2568.32	1669	0	25
2024.11.15	06:15:00	2568.32	2568.42	2567.43	2568.21	1229	0	25
2024.11.15	06:30:00	2568.22	2569.47	2568.13	2569.20	1345	0	25
2024.11.15	06:45:00	2569.19	2569.19	2566.98	2567.04	1406	0	25
2024.11.15	07:00:00	2567.04	2567.18	2565.51	2567.04	2685	0	25
2024.11.15	07:15:00	2567.04	2567.09	2565.48	2565.90	2019	0	25
2024.11.15	07:30:00	2565.90	2566.11	2564.25	2565.41	3722	0	25
2024.11.15	07:45:00	2565.41	2565.41	2559.71	2559.90	4437	0	25
2024.11.15	08:00:00	2559.90	2561.85	2555.97	2557.56	5402	0	25
2024.11.15	08:15:00	2557.57	2558.15	2554.43	2558.05	4641	0	25
2024.11.15	08:30:00	2558.04	2561.50	2557.80	2561.17	4820	0	25
2024.11.15	08:45:00	2561.18	2563.52	2560.95	2561.36	4516	0	25
2024.11.15	09:00:00	2561.36	2562.07	2559.35	2562.00	4473	0	25
2024.11.15	09:15:00	2562.02	2564.30	2561.25	2562.02	4580	0	25
2024.11.15	09:30:00	2562.02	2564.23	2561.38	2563.34	4045	0	25
2024.11.15	09:45:00	2563.34	2564.82	2561.96	2563.72	3472	0	25
2024.11.15	10:00:00	2563.73	2566.75	2563.66	2565.28	5133	0	25
2024.11.15	10:15:00	2565.30	2565.33	2560.80	2563.23	4829	0	25
2024.11.15	10:30:00	2563.23	2567.99	2562.24	2567.76	5414	0	25
2024.11.15	10:45:00	2567.75	2568.91	2566.08	2566.83	5093	0	25
2024.11.15	11:00:00	2566.81	2568.02	2565.73	2567.75	4642	0	25
2024.11.15	11:15:00	2567.76	2568.84	2563.92	2565.97	4747	0	25
2024.11.15	11:30:00	2565.97	2567.77	2565.14	2565.96	4296	0	25
2024.11.15	11:45:00	2565.93	2566.83	2563.90	2563.96	3946	0	25
2024.11.15	12:00:00	2563.95	2564.89	2562.91	2564.15	3880	0	25
2024.11.15	12:15:00	2564.16	2569.63	2564.11	2569.11	4717	0	25
2024.11.15	12:30:00	2569.10	2570.00	2566.86	2568.95	5817	0	25
2024.11.15	12:45:00	2568.97	2570.39	2567.27	2567.85	4675	0	25
2024.11.15	13:00:00	2567.85	2568.82	2566.60	2568.03	4114	0	25
2024.11.15	13:15:00	2568.04	2570.31	2567.44	2570.28	3750	0	25
2024.11.15	13:30:00	2570.29	2572.93	2568.74	2571.98	5436	0	25
2024.11.15	13:45:00	2571.97	2573.27	2569.40	2570.72	5102	0	25
2024.11.15	14:00:00	2570.72	2570.99	2566.14	2566.84	5114	0	25
2024.11.15	14:15:00	2566.81	2568.21	2565.41	2568.16	4383	0	25
2024.11.15	14:30:00	2568.11	2568.14	2565.49	2567.15	4133	0	25
2024.11.15	14:45:00	2567.17	2569.54	2565.80	2569.08	5369	0	25
2024.11.15	15:00:00	2569.07	2575.69	2568.64	2573.66	9763	0	25
2024.11.15	15:15:00	2573.74	2575.09	2570.12	2570.55	8236	0	25
2024.11.15	15:30:00	2570.56	2572.08	2561.20	2568.45	14382	0	25
2024.11.15	15:45:00	2568.47	2571.61	2564.68	2565.29	10392	0	25
2024.11.15	16:00:00	2565.28	2572.66	2564.20	2571.71	8852	0	25
2024.11.15	16:15:00	2571.73	2573.98	2570.20	2573.07	9071	0	25
2024.11.15	16:30:00	2573.07	2575.06	2567.19	2570.70	11562	0	25
2024.11.15	16:45:00	2570.70	2575.48	2570.01	2572.79	9598	0	25
2024.11.15	17:00:00	2572.79	2576.00	2570.87	2573.36	9991	0	25
2024.11.15	17:15:00	2573.36	2574.56	2567.57	2569.42	9042	0	25
2024.11.15	17:30:00	2569.45	2570.16	2565.15	2565.27	9247	0	25
2024.11.15	17:45:00	2565.28	2571.49	2565.05	2570.74	8540	0	25
2024.11.15	18:00:00	2570.74	2573.23	2569.45	2572.71	8490	0	25
2024.11.15	18:15:00	2572.71	2572.84	2566.39	2566.45	7606	0	25
2024.11.15	18:30:00	2566.47	2567.12	2562.56	2563.17	7338	0	25
2024.11.15	18:45:00	2563.17	2565.44	2562.02	2562.14	6687	0	25
2024.11.15	19:00:00	2562.12	2563.34	2560.08	2563.06	6268	0	25
2024.11.15	19:15:00	2563.05	2564.73	2561.11	2563.66	5643	0	25
2024.11.15	19:30:00	2563.65	2564.63	2561.79	2561.91	4962	0	25
2024.11.15	19:45:00	2561.91	2564.12	2561.64	2562.94	5115	0	25
2024.11.15	20:00:00	2562.94	2563.08	2559.41	2562.19	5590	0	25
2024.11.15	20:15:00	2562.18	2566.45	2562.04	2565.61	6033	0	25
2024.11.15	20:30:00	2565.61	2566.20	2563.86	2565.70	4787	0	25
2024.11.15	20:45:00	2565.69	2567.73	2565.45	2567.47	4529	0	25
2024.11.15	21:00:00	2567.47	2567.98	2566.25	2566.51	3767	0	25
2024.11.15	21:15:00	2566.50	2567.13	2564.86	2565.02	2882	0	25
2024.11.15	21:30:00	2565.03	2565.38	2562.75	2563.37	3333	0	25
2024.11.15	21:45:00	2563.38	2564.70	2562.89	2563.82	3625	0	25
2024.11.15	22:00:00	2563.81	2563.83	2561.77	2562.21	3928	0	25
2024.11.15	22:15:00	2562.21	2562.29	2559.78	2560.64	3492	0	25
2024.11.15	22:30:00	2560.65	2562.94	2559.88	2562.91	3584	0	25
2024.11.15	22:45:00	2562.91	2563.86	2561.99	2562.19	3714	0	25
2024.11.15	23:00:00	2562.18	2562.37	2561.84	2562.30	827	0	25
2024.11.15	23:15:00	2562.31	2562.33	2561.49	2561.67	775	0	25
2024.11.15	23:30:00	2561.66	2561.76	2560.97	2561.36	1096	0	25
2024.11.15	23:45:00	2561.36	2561.74	2561.02	2561.61	1169	0	33
